year,ncessch,school_name,state_location,lea_name,school_level,school_type,charter,enrollment
"2019","510313002585","GLENKIRK ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","750"
"2019","510333001456","GLENVAR ELEM","VA","ROANOKE CO PBLC SCHS","Primary","Regular school","No","353"
"2019","510333001457","GLENVAR HIGH","VA","ROANOKE CO PBLC SCHS","High","Regular school","No","644"
"2019","510333001408","GLENVAR MIDDLE","VA","ROANOKE CO PBLC SCHS","Middle","Regular school","No","444"
"2019","510384002220","GLENWOOD ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","1001"
"2019","510162002975","GLOUCESTER & MATHEWS COUNTIES GOVS HEALTH SCIENCE ACADEMY","VA","GLOUCESTER CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510162000680","GLOUCESTER HIGH","VA","GLOUCESTER CO PBLC SCHS","High","Regular school","No","1689"
"2019","510189001851","GODWIN HIGH","VA","HENRICO CO PBLC SCHS","High","Regular school","No","1860"
"2019","510165000685","GOOCHLAND ELEM","VA","GOOCHLAND CO PBLC SCHS","Primary","Regular school","No","356"
"2019","510165000686","GOOCHLAND HIGH","VA","GOOCHLAND CO PBLC SCHS","High","Regular school","No","832"
"2019","510165000687","GOOCHLAND MIDDLE","VA","GOOCHLAND CO PBLC SCHS","Middle","Regular school","No","640"
"2019","510036002526","GOODVIEW ELEM","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","502"
"2019","510282001172","GORDON-BARBOUR ELEM","VA","ORANGE CO PBLC SCHS","Primary","Regular school","No","369"
"2019","510225003046","GOSHEN POST ELEMENTARY","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","1195"
"2019","510384002986","GOV STEM ACADEMY AT LANDSTOWN HIGH","VA","VA BEACH CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510333002996","GOV STEM ACADEMY AT THE BURTON CENTER","VA","ROANOKE CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510217502231","GOV. SCH. FOR THE ARTS","VA","GOVERNORS SCHOOL FOR THE ARTS","Ungraded","Regular school","No","0"
"2019","510002901505","GOV. SCH. GLOBAL ECONOMICS/TECH.","VA","GOV SCH GLOBAL ECONOMICS/TECH","Ungraded","Regular school","No","0"
"2019","510027003003","GOVERNORS ACADEMY FOR CTE IN ARLINGTON","VA","ARLINGTON CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510084002990","GOVERNORS CAREER AND TECHNICAL ACADEMY FOR ENGINEERING STUDI","VA","CHESTERFIELD CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510012003067","GOVERNORS HEALTH SCIENCE ACADEMY","VA","ALEXANDRIA CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510036003004","GOVERNORS HEALTH SCIENCES ACADEMY","VA","BEDFORD CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510236003047","GOVERNORS STEM ACADEMY AT OSBURN HIGH SCHOOL","VA","MANASSAS CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510236002226","GRACE E. METZ MIDDLE","VA","MANASSAS CITY PBLC SCHS","Middle","Regular school","No","1196"
"2019","510132002184","GRACE MILLER ELEM","VA","FAUQUIER CO PBLC SCHS","Primary","Regular school","No","496"
"2019","510415001814","GRAFTON BETHEL ELEM","VA","YORK CO PBLC SCHS","Primary","Regular school","No","643"
"2019","510415001443","GRAFTON HIGH","VA","YORK CO PBLC SCHS","High","Regular school","No","1183"
"2019","510415001445","GRAFTON MIDDLE","VA","YORK CO PBLC SCHS","Middle","Regular school","No","928"
"2019","510366001598","GRAFTON VILLAGE ELEM","VA","STAFFORD CO PBLC SCHS","Primary","Regular school","No","721"
"2019","510381001653","GRAHAM HIGH","VA","TAZEWELL CO PBLC SCHS","High","Regular school","No","498"
"2019","510381001652","GRAHAM INTERMEDIATE","VA","TAZEWELL CO PBLC SCHS","Primary","Regular school","No","275"
"2019","510381001654","GRAHAM MIDDLE","VA","TAZEWELL CO PBLC SCHS","Middle","Regular school","No","426"
"2019","510313001301","GRAHAM PARK MIDDLE","VA","PRINCE WILLIAM CO PBLC SCHS","Middle","Regular school","No","998"
"2019","510126000483","GRAHAM ROAD ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","422"
"2019","510267001097","GRANBY ELEM","VA","NORFOLK CITY PBLC SCHS","Primary","Regular school","No","581"
"2019","510267001098","GRANBY HIGH","VA","NORFOLK CITY PBLC SCHS","High","Regular school","No","1960"
"2019","510330001420","GRANDIN COURT ELEM","VA","ROANOKE CITY PBLC SCHS","Primary","Regular school","No","340"
"2019","510084000330","GRANGE HALL ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","836"
"2019","510081002432","GRASSFIELD ELEM","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","1135"
"2019","510081002998","GRASSFIELD HIGH SCHOOL GOVERNORS STEM ACADEMY","VA","CHESAPEAKE CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510081002765","GRASSFIELD HIGH","VA","CHESAPEAKE CITY PBLC SCHS","High","Regular school","No","2329"
"2019","510169000695","GRAYSON CO. HIGH CAREER & TECH. ED.","VA","GRAYSON CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510169000697","GRAYSON COUNTY HIGH","VA","GRAYSON CO PBLC SCHS","High","Regular school","No","464"
"2019","510169002806","GRAYSON HIGHLANDS","VA","GRAYSON CO PBLC SCHS","Primary","Regular school","No","136"
"2019","510081002031","GREAT BRIDGE HIGH","VA","CHESAPEAKE CITY PBLC SCHS","High","Regular school","No","1543"
"2019","510081000456","GREAT BRIDGE INT","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","711"
"2019","510081000296","GREAT BRIDGE MIDDLE","VA","CHESAPEAKE CITY PBLC SCHS","Middle","Regular school","No","1352"
"2019","510081000295","GREAT BRIDGE PRIMARY","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","651"
"2019","510126000484","GREAT FALLS ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","510"
"2019","510384001686","GREAT NECK MIDDLE","VA","VA BEACH CITY PBLC SCHS","Middle","Regular school","No","1116"
"2019","510000903010","GREATER PENINSULA GOVERNORS STEM ACADEMY","VA","NEW HORIZONS CAREER & TECH CTR","Ungraded","Vocational school","No","0"
"2019","510384002957","GREEN RUN COLLEGIATE","VA","VA BEACH CITY PBLC SCHS","High","Regular school","Yes","371"
"2019","510384001687","GREEN RUN ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","382"
"2019","510384001879","GREEN RUN HIGH","VA","VA BEACH CITY PBLC SCHS","High","Regular school","No","1384"
"2019","510333001458","GREEN VALLEY ELEM","VA","ROANOKE CO PBLC SCHS","Primary","Regular school","No","548"
"2019","510126000486","GREENBRIAR EAST ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","923"
"2019","510126000487","GREENBRIAR WEST ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","744"
"2019","510078000275","GREENBRIER ELEM","VA","CHARLOTTESVILLE CTY PBLC SCHS","Primary","Regular school","No","377"
"2019","510081000459","GREENBRIER INT.","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","683"
"2019","510081002557","GREENBRIER MIDDLE","VA","CHESAPEAKE CITY PBLC SCHS","Middle","Regular school","No","944"
"2019","510081002054","GREENBRIER PRIMARY","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","762"
"2019","510390001741","GREENDALE ELEM","VA","WASHINGTON CO PBLC SCHS","Primary","Regular school","No","304"
"2019","510171001382","GREENE CO. TECHNICAL ED. CTR.","VA","GREENE CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510084000331","GREENFIELD ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","629"
"2019","510042002527","GREENFIELD ELEM","VA","BOTETOURT CO PBLC SCHS","Primary","Regular school","No","442"
"2019","510174000706","GREENSVILLE COUNTY HIGH","VA","GREENSVILLE CO PBLC SCHS","High","Regular school","No","631"
"2019","510174001827","GREENSVILLE ELEM","VA","GREENSVILLE CO PBLC SCHS","Primary","Regular school","No","889"
"2019","510132002786","GREENVILLE ELEM","VA","FAUQUIER CO PBLC SCHS","Primary","Regular school","No","530"
"2019","510189002441","GREENWOOD ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","622"
"2019","510147002808","GREENWOOD MILL ELEM","VA","FREDERICK CO PBLC SCHS","Primary","Regular school","No","625"
"2019","510294001216","GRETNA ELEM","VA","PITTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","535"
"2019","510294001218","GRETNA HIGH","VA","PITTSYLVANIA CO PBLC SCHS","High","Regular school","No","584"
"2019","510294001217","GRETNA MIDDLE","VA","PITTSYLVANIA CO PBLC SCHS","Middle","Regular school","No","455"
"2019","510111000391","GROVE PARK PRESCHOOL","VA","DANVILLE CITY PBLC SCHS","Prekindergarten","Regular school","No","124"
"2019","510126000488","GROVETON ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","769"
"2019","510051000198","GRUNDY HIGH","VA","BUCHANAN CO PBLC SCHS","High","Regular school","No","382"
"2019","510225000918","GUILFORD ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","583"
"2019","510126000490","GUNSTON ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","533"
"2019","510027000752","GUNSTON MIDDLE","VA","ARLINGTON CO PBLC SCHS","Middle","Regular school","No","1162"
"2019","510030001901","GUY K STUMP ELEM","VA","AUGUSTA CO PBLC SCHS","Primary","Regular school","No","445"
"2019","510366001199","H.H. POOLE MIDDLE","VA","STAFFORD CO PBLC SCHS","Middle","Regular school","No","895"
"2019","510132000608","H.M. PEARSON ELEM","VA","FAUQUIER CO PBLC SCHS","Primary","Regular school","No","388"
"2019","510177001907","HALIFAX COUNTY CAREER CTR.","VA","HALIFAX CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510177001848","HALIFAX COUNTY HIGH","VA","HALIFAX CO PBLC SCHS","High","Regular school","No","1466"
"2019","510177000714","HALIFAX COUNTY MIDDLE","VA","HALIFAX CO PBLC SCHS","Middle","Regular school","No","1127"
"2019","510126001093","HALLEY ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","606"
"2019","510225000919","HAMILTON ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","182"
"2019","510212000885","HAMILTON HOLMES MIDDLE","VA","KING WILLIAM CO PBLC SCHS","Middle","Regular school","No","535"
"2019","510180002973","HAMPTON CITY PUBLIC SCHOOLS GOV HEALTH SCIENCES ACADEMY","VA","HAMPTON CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510180000742","HAMPTON HIGH","VA","HAMPTON CITY PBLC SCHS","High","Regular school","No","1458"
"2019","510366000265","HAMPTON OAKS ELEM","VA","STAFFORD CO PBLC SCHS","Primary","Regular school","No","871"
"2019","510180003007","HAMPTON PUB.SCHS ARCHITECTURE & APPLIED ARTS GOV. STEM ACAD","VA","HAMPTON CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510183002338","HANOVER HIGH","VA","HANOVER CO PBLC SCHS","High","Regular school","No","1458"
"2019","510288001186","HARDIN REYNOLDS ELEM","VA","PATRICK CO PBLC SCHS","Middle","Regular school","No","214"
"2019","510252001024","HARDING AVENUE ELEM","VA","MONTGOMERY CO PBLC SCHS","Primary","Regular school","No","336"
"2019","510126003012","HARDISON GOVERNORS HEALTH SCIENCES ACADEMY","VA","FAIRFAX CO PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510201000873","HARDY ELEM","VA","ISLE OF WIGHT CO PBLC SCHS","Primary","Regular school","No","517"
"2019","510225002831","HARMONY MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1113"
"2019","510225001913","HARPER PARK MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1074"
"2019","510222000905","HARRINGTON WADDELL ELEM","VA","LEXINGTON CITY PBLC SCHS","Primary","Regular school","No","334"
"2019","510364002317","HARRISON ROAD ELEM","VA","SPOTSYLVANIA CO PBLC SCHS","Primary","Regular school","No","812"
"2019","510186000782","HARRISONBURG HIGH","VA","HARRISONBURG CITY PBLC SCHS","High","Regular school","No","1886"
"2019","510186003005","HARRISONBURG HS GOVERNORS STEM ACADEMY","VA","HARRISONBURG CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510084000332","HARROWGATE ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","494"
"2019","510198000357","HARRY E. JAMES ELEM","VA","HOPEWELL CITY PBLC SCHS","Primary","Regular school","No","594"
"2019","510366001599","HARTWOOD ELEM","VA","STAFFORD CO PBLC SCHS","Primary","Regular school","No","549"
"2019","510189002788","HARVIE ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","609"
"2019","510126000491","HAYCOCK ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","974"
"2019","510126000492","HAYFIELD ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","773"
"2019","510126000493","HAYFIELD SECONDARY","VA","FAIRFAX CO PBLC SCHS","High","Regular school","No","3139"
"2019","510313002968","HAYMARKET ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","858"
"2019","510027002659","HB WOODLAWN SECONDARY PRGM.","VA","ARLINGTON CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510324001374","HENDERSON MIDDLE","VA","RICHMOND CITY PBLC SCHS","Middle","Regular school","No","382"
"2019","510189000804","HENRICO HIGH","VA","HENRICO CO PBLC SCHS","High","Regular school","No","1564"
"2019","510004202386","HENRICO JUVENILE DETENTION HOME - JAMES RIVER","VA","DOE SOP EDUC PROGRAMS","Ungraded","Other/alternative school","No","0"
"2019","510183000770","HENRY CLAY ELEM","VA","HANOVER CO PBLC SCHS","Primary","Regular school","No","392"
"2019","510144000640","HENRY ELEM","VA","FRANKLIN CO PBLC SCHS","Primary","Regular school","No","179"
"2019","510313001951","HERBERT J. SAUNDERS MIDDLE","VA","PRINCE WILLIAM CO PBLC SCHS","Middle","Regular school","No","1223"
"2019","510234000959","HERITAGE ELEM","VA","LYNCHBURG CITY PBLC SCHS","Primary","Regular school","No","507"
"2019","510264003015","HERITAGE HIGH SCHOOL GOVERNORS STEM ACADEMY","VA","NEWPORT NEWS CITY PBLC SCHS","Not applicable","Vocational school","No","0"
"2019","510264001451","HERITAGE HIGH","VA","NEWPORT NEWS CITY PBLC SCHS","High","Regular school","No","1173"
"2019","510234000960","HERITAGE HIGH","VA","LYNCHBURG CITY PBLC SCHS","High","Regular school","No","1051"
"2019","510225002285","HERITAGE HIGH","VA","LOUDOUN CO PBLC SCHS","Other","Regular school","No","1498"
"2019","510333001452","HERMAN L. HORN ELEM","VA","ROANOKE CO PBLC SCHS","Primary","Regular school","No","437"
"2019","510384001688","HERMITAGE ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","625"
"2019","510189000806","HERMITAGE HIGH","VA","HENRICO CO PBLC SCHS","High","Regular school","No","1656"
"2019","510126000494","HERNDON ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","843"
"2019","510126000495","HERNDON HIGH","VA","FAIRFAX CO PBLC SCHS","High","Regular school","No","2384"
"2019","510126000496","HERNDON MIDDLE","VA","FAIRFAX CO PBLC SCHS","Middle","Regular school","No","1141"
"2019","510081000298","HICKORY ELEM","VA","CHESAPEAKE CITY PBLC SCHS","Primary","Regular school","No","523"
"2019","510081001482","HICKORY HIGH","VA","CHESAPEAKE CITY PBLC SCHS","High","Regular school","No","1686"
"2019","510081000297","HICKORY MIDDLE","VA","CHESAPEAKE CITY PBLC SCHS","Middle","Regular school","No","1312"
"2019","510333002308","HIDDEN VALLEY HIGH","VA","ROANOKE CO PBLC SCHS","High","Regular school","No","814"
"2019","510333001460","HIDDEN VALLEY MIDDLE","VA","ROANOKE CO PBLC SCHS","Middle","Regular school","No","599"
"2019","510264001051","HIDENWOOD ELEM","VA","NEWPORT NEWS CITY PBLC SCHS","Primary","Regular school","No","547"
"2019","510390001744","HIGH POINT ELEM","VA","WASHINGTON CO PBLC SCHS","Primary","Regular school","No","594"
"2019","510195000861","HIGHLAND ELEM","VA","HIGHLAND CO PBLC SCHS","Primary","Regular school","No","109"
"2019","510195000862","HIGHLAND HIGH","VA","HIGHLAND CO PBLC SCHS","High","Regular school","No","109"
"2019","510330002161","HIGHLAND PARK ELEM","VA","ROANOKE CITY PBLC SCHS","Primary","Regular school","No","367"
"2019","510189000808","HIGHLAND SPRINGS ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","603"
"2019","510189000809","HIGHLAND SPRINGS HIGH","VA","HENRICO CO PBLC SCHS","High","Regular school","No","1928"
"2019","510045000175","HIGHLAND VIEW ELEM","VA","BRISTOL CITY PBLC SCHS","Primary","Regular school","No","191"
"2019","510004202377","HIGHLANDS JUVENILE DETENTION HOME","VA","DOE SOP EDUC PROGRAMS","Ungraded","Other/alternative school","No","0"
"2019","510387001636","HILDA J. BARBOUR ELEM","VA","WARREN CO PBLC SCHS","Primary","Regular school","No","492"
"2019","510371002777","HILLPOINT ELEM","VA","SUFFOLK CITY PBLC SCHS","Primary","Regular school","No","786"
"2019","510225003028","HILLSBORO CHARTER ACADEMY","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","Yes","144"
"2019","510225001855","HILLSIDE ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","603"
"2019","510069000247","HILLSVILLE ELEM","VA","CARROLL CO PBLC SCHS","Primary","Regular school","No","501"
"2019","510348001533","HILTON ELEM","VA","SCOTT CO PBLC SCHS","Primary","Regular school","No","128"
"2019","510264001052","HILTON ELEM","VA","NEWPORT NEWS CITY PBLC SCHS","Primary","Regular school","No","398"
"2019","510300001249","HODGES MANOR ELEM","VA","PORTSMOUTH CITY PBLC SCHS","Primary","Regular school","No","552"
"2019","510027001900","HOFFMAN-BOSTON ELEM","VA","ARLINGTON CO PBLC SCHS","Primary","Regular school","No","516"
"2019","510189000797","HOLLADAY ELEM","VA","HENRICO CO PBLC SCHS","Primary","Regular school","No","639"
"2019","510384001689","HOLLAND ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","588"
"2019","510126000499","HOLLIN MEADOWS ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","690"
"2019","510009000022","HOLLYMEAD ELEM","VA","ALBEMARLE CO PBLC SCHS","Primary","Regular school","No","429"
"2019","510189002833","HOLMAN MIDDLE","VA","HENRICO CO PBLC SCHS","Middle","Regular school","No","941"
"2019","510126000500","HOLMES MIDDLE","VA","FAIRFAX CO PBLC SCHS","Middle","Regular school","No","992"
"2019","510390001745","HOLSTON HIGH","VA","WASHINGTON CO PBLC SCHS","High","Regular school","No","284"
"2019","510264001050","HOMER L. HINES MIDDLE","VA","NEWPORT NEWS CITY PBLC SCHS","Middle","Regular school","No","1039"
"2019","510342001521","HONAKER ELEM","VA","RUSSELL CO PBLC SCHS","Primary","Regular school","No","621"
"2019","510342001522","HONAKER HIGH","VA","RUSSELL CO PBLC SCHS","High","Regular school","No","466"
"2019","510198000867","HOPEWELL HIGH","VA","HOPEWELL CITY PBLC SCHS","High","Regular school","No","1156"
"2019","510084000333","HOPKINS ROAD ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","750"
"2019","510264001054","HORACE H. EPES ELEM","VA","NEWPORT NEWS CITY PBLC SCHS","Primary","Regular school","No","545"
"2019","510225001914","HORIZON ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","592"
"2019","510036000149","HUDDLESTON ELEM","VA","BEDFORD CO PBLC SCHS","Primary","Regular school","No","265"
"2019","510151000660","HUGH MERCER ELEM","VA","FREDERICKSBURG CITY PBLC SCHS","Primary","Regular school","No","978"
"2019","510126001839","HUGHES MIDDLE","VA","FAIRFAX CO PBLC SCHS","Middle","Regular school","No","1061"
"2019","510081001672","HUGO A OWENS MIDDLE","VA","CHESAPEAKE CITY PBLC SCHS","Middle","Regular school","No","1271"
"2019","510324002083","HUGUENOT HIGH","VA","RICHMOND CITY PBLC SCHS","High","Regular school","No","1283"
"2019","510189002440","HUNGARY CREEK MIDDLE","VA","HENRICO CO PBLC SCHS","Middle","Regular school","No","998"
"2019","510126000501","HUNT VALLEY ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","736"
"2019","510180002811","HUNTER B ANDREWS","VA","HAMPTON CITY PBLC SCHS","Primary","Regular school","No","1161"
"2019","510126000502","HUNTERS WOODS ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","815"
"2019","510264001055","HUNTINGTON MIDDLE","VA","NEWPORT NEWS CITY PBLC SCHS","Middle","Regular school","No","131"
"2019","510051002052","HURLEY ELEMENTARY/MIDDLE","VA","BUCHANAN CO PBLC SCHS","Primary","Regular school","No","402"
"2019","510051000200","HURLEY HIGH","VA","BUCHANAN CO PBLC SCHS","High","Regular school","No","239"
"2019","510330001423","HURT PARK ELEM","VA","ROANOKE CITY PBLC SCHS","Primary","Regular school","No","375"
"2019","510126000460","HUTCHISON ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","1100"
"2019","510225002286","HUTCHISON FARM ELEM","VA","LOUDOUN CO PBLC SCHS","Primary","Regular school","No","755"
"2019","510126000503","HYBLA VALLEY ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","991"
"2019","510300001250","I.C. NORCOM HIGH","VA","PORTSMOUTH CITY PBLC SCHS","High","Regular school","No","1078"
"2019","510169000696","INDEPENDENCE ELEM","VA","GRAYSON CO PBLC SCHS","Primary","Regular school","No","283"
"2019","510225003061","INDEPENDENCE HIGH","VA","LOUDOUN CO PBLC SCHS","Secondary","Regular school","No","1063"
"2019","510384001690","INDEPENDENCE MIDDLE","VA","VA BEACH CITY PBLC SCHS","Middle","Regular school","No","1302"
"2019","510169002189","INDEPENDENCE MIDDLE","VA","GRAYSON CO PBLC SCHS","Middle","Regular school","No","278"
"2019","510313002459","INDEPENDENCE NONTRADITIONAL - HIGH SCHOOL","VA","PRINCE WILLIAM CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510313001302","INDEPENDENCE NONTRADITIONAL CENTER","VA","PRINCE WILLIAM CO PBLC SCHS","Not applicable","Special education school","No","0"
"2019","510009202362","INDEPENDENCE NONTRADITIONAL SCHOOL - MIDDLE","VA","INDEPENDENCE NONTRADITIONAL SCHOOL - MIDDLE","Ungraded","Other/alternative school","No","0"
"2019","510147002121","INDIAN HOLLOW ELEM","VA","FREDERICK CO PBLC SCHS","Primary","Regular school","No","388"
"2019","510384001880","INDIAN LAKES ELEM","VA","VA BEACH CITY PBLC SCHS","Primary","Regular school","No","632"
"2019","510081000299","INDIAN RIVER HIGH","VA","CHESAPEAKE CITY PBLC SCHS","High","Regular school","No","1740"
"2019","510081000300","INDIAN RIVER MIDDLE","VA","CHESAPEAKE CITY PBLC SCHS","Middle","Regular school","No","791"
"2019","510135000620","INDIAN VALLEY ELEM","VA","FLOYD CO PBLC SCHS","Primary","Regular school","No","136"
"2019","510267001100","INGLESIDE ELEM","VA","NORFOLK CITY PBLC SCHS","Primary","Regular school","No","521"
"2019","510027003068","INTEGRATION STATION","VA","ARLINGTON CO PBLC SCHS","Prekindergarten","Regular school","No","36"
"2019","510126000572","INTERAGENCY ALT. SEC. CTR","VA","FAIRFAX CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510126000504","IRVING MIDDLE","VA","FAIRFAX CO PBLC SCHS","Middle","Regular school","No","1117"
"2019","510189002844","ISEAP PRGM","VA","HENRICO CO PBLC SCHS","Not applicable","Other/alternative school","No","0"
"2019","510126002334","ISLAND CREEK ELEM","VA","FAIRFAX CO PBLC SCHS","Primary","Regular school","No","786"
"2019","510084000334","J A CHALKLEY ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","822"
"2019","510084000335","J B WATKINS ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","814"
"2019","510402002815","J BLAINE BLAYTON ELEM","VA","WILLIAMSBURG-JAMES CITY PBLC SCHS","Primary","Regular school","No","527"
"2019","510084000336","J G HENING ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","937"
"2019","510225002853","J MICHAEL LUNSFORD MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1596"
"2019","510339001498","J. FRANK HILLYARD MIDDLE","VA","ROCKINGHAM CO PBLC SCHS","Middle","Regular school","No","698"
"2019","510225000921","J. LUPTON SIMPSON MIDDLE","VA","LOUDOUN CO PBLC SCHS","Middle","Regular school","No","1128"
"2019","510324001863","J.B. FISHER ELEM","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","293"
"2019","510309001276","J.E.J. MOORE MIDDLE","VA","PRINCE GEORGE CO PBLC SCHS","Middle","Regular school","No","1541"
"2019","510276001162","J.I. BURTON HIGH","VA","NORTON CITY PBLC SCHS","High","Regular school","No","322"
"2019","510324001378","J.L. FRANCIS ELEM","VA","RICHMOND CITY PBLC SCHS","Primary","Regular school","No","584"
"2019","510264001056","J.M. DOZIER MIDDLE","VA","NEWPORT NEWS CITY PBLC SCHS","Middle","Regular school","No","1199"
"2019","510408001790","J.W. ADAMS COMBINED","VA","WISE CO PBLC SCHS","Primary","Regular school","No","447"
"2019","510313002417","J.W. ALVEY ELEM","VA","PRINCE WILLIAM CO PBLC SCHS","Primary","Regular school","No","599"
"2019","510009000023","JACK JOUETT MIDDLE","VA","ALBEMARLE CO PBLC SCHS","Middle","Regular school","No","654"
"2019","510411001799","JACKSON MEMORIAL ELEM","VA","WYTHE CO PBLC SCHS","Primary","Regular school","No","214"
"2019","510126000530","JACKSON MIDDLE","VA","FAIRFAX CO PBLC SCHS","Middle","Regular school","No","1046"
"2019","510009000024","JACKSON P BURLEY MIDDLE","VA","ALBEMARLE CO PBLC SCHS","Middle","Regular school","No","586"
"2019","510006302563","JACKSON RIVER GOV. SCH.","VA","JACKSON RIVER GOVERNORS SCHOOL","Ungraded","Regular school","No","0"
"2019","510000402016","JACKSON RIVER TECH CTR","VA","JACKSON RIVER TECH CTR","Ungraded","Vocational school","No","0"
"2019","510078000276","JACKSON-VIA ELEM","VA","CHARLOTTESVILLE CTY PBLC SCHS","Primary","Regular school","No","343"
"2019","510084002098","JACOBS ROAD ELEM","VA","CHESTERFIELD CO PBLC SCHS","Primary","Regular school","No","709"
"2019","510267001101","JACOX ELEM","VA","NORFOLK CITY PBLC SCHS","Primary","Regular school","No","635"
"2019","510402003054","JAMES BLAIR MIDDLE","VA","WILLIAMSBURG-JAMES CITY PBLC SCHS","Middle","Regular school","No","536"
"2019","510132002533","JAMES G. BRUMFIELD ELEM","VA","FAUQUIER CO PBLC SCHS","Primary","Regular school","No","501"
"2019","510300001252","JAMES HURST ELEM","VA","PORTSMOUTH CITY PBLC SCHS","Primary","Regular school","No","615"
"2019","510012000043","JAMES K POLK ELEM","VA","ALEXANDRIA CITY PBLC SCHS","Primary","Regular school","No","774"
"2019","510330001424","JAMES MADISON MIDDLE","VA","ROANOKE CITY PBLC SCHS","Middle","Regular school","No","615"
"2019","510267002211","JAMES MONROE ELEM","VA","NORFOLK CITY PBLC SCHS","Primary","Regular school","No","254"
